,election_year,election_round,place_(zz_=_exterior),municipality_code,unnamed:_4,municipality_name,office,party_number,party_initials,party_name,number_of_votes
443,2010,1,ZZ,11428,30104,MEXICO,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,2
444,2010,1,ZZ,11428,30104,MEXICO,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,2
445,2010,1,ZZ,11428,30104,MEXICO,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,2
446,2010,1,ZZ,11428,30104,MEXICO,Presidente,43,PV,PARTIDO VERDE,46
447,2010,1,ZZ,11380,30198,JAPAO,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1168
448,2010,1,ZZ,11380,30198,JAPAO,Presidente,13,PT,PARTIDO DOS TRABALHADORES,590
449,2010,1,ZZ,11380,30198,JAPAO,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,7
450,2010,1,ZZ,11380,30198,JAPAO,Presidente,29,PCO,PARTIDO DA CAUSA OPERARIA,1
451,2010,1,ZZ,11380,30198,JAPAO,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,1
452,2010,1,ZZ,11380,30198,JAPAO,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,8
453,2010,1,ZZ,11380,30198,JAPAO,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,15
454,2010,1,ZZ,11380,30198,JAPAO,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,12
455,2010,1,ZZ,11380,30198,JAPAO,Presidente,43,PV,PARTIDO VERDE,250
456,2010,1,ZZ,29165,30201,KENIA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,4
457,2010,1,ZZ,29165,30201,KENIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,5
458,2010,1,ZZ,29165,30201,KENIA,Presidente,43,PV,PARTIDO VERDE,6
459,2010,1,ZZ,98825,30210,INDIA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,4
460,2010,1,ZZ,98825,30210,INDIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,6
461,2010,1,ZZ,98825,30210,INDIA,Presidente,43,PV,PARTIDO VERDE,8
462,2010,1,ZZ,11266,30228,ESTADOS UNIDOS,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,3753
463,2010,1,ZZ,11266,30228,ESTADOS UNIDOS,Presidente,13,PT,PARTIDO DOS TRABALHADORES,2198
464,2010,1,ZZ,11266,30228,ESTADOS UNIDOS,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,15
465,2010,1,ZZ,11266,30228,ESTADOS UNIDOS,Presidente,29,PCO,PARTIDO DA CAUSA OPERARIA,11
466,2010,1,ZZ,11266,30228,ESTADOS UNIDOS,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,27
467,2010,1,ZZ,11266,30228,ESTADOS UNIDOS,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,33
468,2010,1,ZZ,11266,30228,ESTADOS UNIDOS,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,106
469,2010,1,ZZ,11266,30228,ESTADOS UNIDOS,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,54
470,2010,1,ZZ,11266,30228,ESTADOS UNIDOS,Presidente,43,PV,PARTIDO VERDE,2104
471,2010,1,ZZ,11380,30236,JAPAO,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,520
472,2010,1,ZZ,11380,30236,JAPAO,Presidente,13,PT,PARTIDO DOS TRABALHADORES,335
473,2010,1,ZZ,11380,30236,JAPAO,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,7
474,2010,1,ZZ,11380,30236,JAPAO,Presidente,29,PCO,PARTIDO DA CAUSA OPERARIA,1
475,2010,1,ZZ,11380,30236,JAPAO,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,4
476,2010,1,ZZ,11380,30236,JAPAO,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,5
477,2010,1,ZZ,11380,30236,JAPAO,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,11
478,2010,1,ZZ,11380,30236,JAPAO,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,16
479,2010,1,ZZ,11380,30236,JAPAO,Presidente,43,PV,PARTIDO VERDE,148
480,2010,1,ZZ,98345,30244,NORUEGA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,58
481,2010,1,ZZ,98345,30244,NORUEGA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,111
482,2010,1,ZZ,98345,30244,NORUEGA,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,1
483,2010,1,ZZ,98345,30244,NORUEGA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,1
484,2010,1,ZZ,98345,30244,NORUEGA,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,2
485,2010,1,ZZ,98345,30244,NORUEGA,Presidente,43,PV,PARTIDO VERDE,71
486,2010,1,ZZ,98906,30252,CANADA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,194
487,2010,1,ZZ,98906,30252,CANADA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,96
488,2010,1,ZZ,98906,30252,CANADA,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,4
489,2010,1,ZZ,98906,30252,CANADA,Presidente,29,PCO,PARTIDO DA CAUSA OPERARIA,1
490,2010,1,ZZ,98906,30252,CANADA,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,2
491,2010,1,ZZ,98906,30252,CANADA,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,1
492,2010,1,ZZ,98906,30252,CANADA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,2
493,2010,1,ZZ,98906,30252,CANADA,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,4
494,2010,1,ZZ,98906,30252,CANADA,Presidente,43,PV,PARTIDO VERDE,102
495,2010,1,ZZ,98329,30260,PANAMA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,173
496,2010,1,ZZ,98329,30260,PANAMA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,106
497,2010,1,ZZ,98329,30260,PANAMA,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,1
498,2010,1,ZZ,98329,30260,PANAMA,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,4
499,2010,1,ZZ,98329,30260,PANAMA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,1
500,2010,1,ZZ,98329,30260,PANAMA,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,3
501,2010,1,ZZ,98329,30260,PANAMA,Presidente,43,PV,PARTIDO VERDE,34
502,2010,1,ZZ,11541,30279,SURINAME,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,89
503,2010,1,ZZ,11541,30279,SURINAME,Presidente,13,PT,PARTIDO DOS TRABALHADORES,148
504,2010,1,ZZ,11541,30279,SURINAME,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,1
505,2010,1,ZZ,11541,30279,SURINAME,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,1
506,2010,1,ZZ,11541,30279,SURINAME,Presidente,43,PV,PARTIDO VERDE,37
507,2010,1,ZZ,11282,30287,FRANCA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,618
508,2010,1,ZZ,11282,30287,FRANCA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,964
509,2010,1,ZZ,11282,30287,FRANCA,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,6
510,2010,1,ZZ,11282,30287,FRANCA,Presidente,29,PCO,PARTIDO DA CAUSA OPERARIA,3
511,2010,1,ZZ,11282,30287,FRANCA,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,3
512,2010,1,ZZ,11282,30287,FRANCA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,23
513,2010,1,ZZ,11282,30287,FRANCA,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,7
514,2010,1,ZZ,11282,30287,FRANCA,Presidente,43,PV,PARTIDO VERDE,462
515,2010,1,ZZ,11444,30309,PARAGUAI,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,38
516,2010,1,ZZ,11444,30309,PARAGUAI,Presidente,13,PT,PARTIDO DOS TRABALHADORES,27
517,2010,1,ZZ,11444,30309,PARAGUAI,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,1
518,2010,1,ZZ,11444,30309,PARAGUAI,Presidente,43,PV,PARTIDO VERDE,5
519,2010,1,ZZ,98540,30317,CHINA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,25
520,2010,1,ZZ,98540,30317,CHINA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,17
521,2010,1,ZZ,98540,30317,CHINA,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,1
522,2010,1,ZZ,98540,30317,CHINA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,1
523,2010,1,ZZ,98540,30317,CHINA,Presidente,43,PV,PARTIDO VERDE,12
524,2010,1,ZZ,11509,30341,PORTUGAL,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1009
525,2010,1,ZZ,11509,30341,PORTUGAL,Presidente,13,PT,PARTIDO DOS TRABALHADORES,2099
526,2010,1,ZZ,11509,30341,PORTUGAL,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,8
527,2010,1,ZZ,11509,30341,PORTUGAL,Presidente,29,PCO,PARTIDO DA CAUSA OPERARIA,2
528,2010,1,ZZ,11509,30341,PORTUGAL,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,3
529,2010,1,ZZ,11509,30341,PORTUGAL,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,7
530,2010,1,ZZ,11509,30341,PORTUGAL,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,11
531,2010,1,ZZ,11509,30341,PORTUGAL,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,6
532,2010,1,ZZ,11509,30341,PORTUGAL,Presidente,43,PV,PARTIDO VERDE,468
533,2010,1,ZZ,30350,30350,REPUBLICA CHECA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,23
534,2010,1,ZZ,30350,30350,REPUBLICA CHECA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,24
535,2010,1,ZZ,30350,30350,REPUBLICA CHECA,Presidente,43,PV,PARTIDO VERDE,13
536,2010,1,ZZ,98604,30368,CABO VERDE,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,5
537,2010,1,ZZ,98604,30368,CABO VERDE,Presidente,13,PT,PARTIDO DOS TRABALHADORES,24
538,2010,1,ZZ,98604,30368,CABO VERDE,Presidente,43,PV,PARTIDO VERDE,10
539,2010,1,ZZ,98787,30376,AFRICA DO SUL,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,72
540,2010,1,ZZ,98787,30376,AFRICA DO SUL,Presidente,13,PT,PARTIDO DOS TRABALHADORES,62
541,2010,1,ZZ,98787,30376,AFRICA DO SUL,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,1
542,2010,1,ZZ,98787,30376,AFRICA DO SUL,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,2
543,2010,1,ZZ,98787,30376,AFRICA DO SUL,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,4
544,2010,1,ZZ,98787,30376,AFRICA DO SUL,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,1
545,2010,1,ZZ,98787,30376,AFRICA DO SUL,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
546,2010,1,ZZ,98787,30376,AFRICA DO SUL,Presidente,43,PV,PARTIDO VERDE,44
547,2010,1,ZZ,11223,30392,EQUADOR,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,94
548,2010,1,ZZ,11223,30392,EQUADOR,Presidente,13,PT,PARTIDO DOS TRABALHADORES,95
549,2010,1,ZZ,11223,30392,EQUADOR,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,1
550,2010,1,ZZ,11223,30392,EQUADOR,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,1
551,2010,1,ZZ,11223,30392,EQUADOR,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,2
552,2010,1,ZZ,11223,30392,EQUADOR,Presidente,43,PV,PARTIDO VERDE,22
553,2010,1,ZZ,29122,30406,MARROCOS,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1
554,2010,1,ZZ,29122,30406,MARROCOS,Presidente,13,PT,PARTIDO DOS TRABALHADORES,9
555,2010,1,ZZ,29122,30406,MARROCOS,Presidente,43,PV,PARTIDO VERDE,4
556,2010,1,ZZ,30414,30414,PALESTINA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,25
557,2010,1,ZZ,30414,30414,PALESTINA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,341
558,2010,1,ZZ,30414,30414,PALESTINA,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,6
559,2010,1,ZZ,30414,30414,PALESTINA,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,8
560,2010,1,ZZ,30414,30414,PALESTINA,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,6
561,2010,1,ZZ,30414,30414,PALESTINA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,2
562,2010,1,ZZ,30414,30414,PALESTINA,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,17
563,2010,1,ZZ,30414,30414,PALESTINA,Presidente,43,PV,PARTIDO VERDE,13
564,2010,1,ZZ,11126,30422,ARABIA SAUDITA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,16
565,2010,1,ZZ,11126,30422,ARABIA SAUDITA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,7
566,2010,1,ZZ,11126,30422,ARABIA SAUDITA,Presidente,43,PV,PARTIDO VERDE,3
567,2010,1,ZZ,11363,30449,ITALIA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,612
568,2010,1,ZZ,11363,30449,ITALIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,828
569,2010,1,ZZ,11363,30449,ITALIA,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,5
570,2010,1,ZZ,11363,30449,ITALIA,Presidente,29,PCO,PARTIDO DA CAUSA OPERARIA,4
571,2010,1,ZZ,11363,30449,ITALIA,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,9
572,2010,1,ZZ,11363,30449,ITALIA,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,13
573,2010,1,ZZ,11363,30449,ITALIA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,21
574,2010,1,ZZ,11363,30449,ITALIA,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,20
575,2010,1,ZZ,11363,30449,ITALIA,Presidente,43,PV,PARTIDO VERDE,365
576,2010,1,ZZ,29009,30457,PAISES BAIXOS,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,332
577,2010,1,ZZ,29009,30457,PAISES BAIXOS,Presidente,13,PT,PARTIDO DOS TRABALHADORES,389
578,2010,1,ZZ,29009,30457,PAISES BAIXOS,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,2
579,2010,1,ZZ,29009,30457,PAISES BAIXOS,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,1
580,2010,1,ZZ,29009,30457,PAISES BAIXOS,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,4
581,2010,1,ZZ,29009,30457,PAISES BAIXOS,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,5
582,2010,1,ZZ,29009,30457,PAISES BAIXOS,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,6
583,2010,1,ZZ,29009,30457,PAISES BAIXOS,Presidente,43,PV,PARTIDO VERDE,282
584,2010,1,ZZ,11444,30465,PARAGUAI,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,50
585,2010,1,ZZ,11444,30465,PARAGUAI,Presidente,13,PT,PARTIDO DOS TRABALHADORES,18
586,2010,1,ZZ,11444,30465,PARAGUAI,Presidente,43,PV,PARTIDO VERDE,6
587,2010,1,ZZ,11169,30481,CHILE,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,458
588,2010,1,ZZ,11169,30481,CHILE,Presidente,13,PT,PARTIDO DOS TRABALHADORES,345
589,2010,1,ZZ,11169,30481,CHILE,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,1
590,2010,1,ZZ,11169,30481,CHILE,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,3
591,2010,1,ZZ,11169,30481,CHILE,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,5
592,2010,1,ZZ,11169,30481,CHILE,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,8
593,2010,1,ZZ,11169,30481,CHILE,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,6
594,2010,1,ZZ,11169,30481,CHILE,Presidente,43,PV,PARTIDO VERDE,124
595,2010,1,ZZ,11207,30538,COREIA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,20
596,2010,1,ZZ,11207,30538,COREIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,6
597,2010,1,ZZ,11207,30538,COREIA,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,1
598,2010,1,ZZ,11207,30538,COREIA,Presidente,43,PV,PARTIDO VERDE,2
599,2010,1,ZZ,11800,30473,BOLIVIA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,394
600,2010,1,ZZ,11800,30473,BOLIVIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,204
601,2010,1,ZZ,11800,30473,BOLIVIA,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,4
602,2010,1,ZZ,11800,30473,BOLIVIA,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,1
603,2010,1,ZZ,11800,30473,BOLIVIA,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,7
604,2010,1,ZZ,11800,30473,BOLIVIA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,4
605,2010,1,ZZ,11800,30473,BOLIVIA,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,7
606,2010,1,ZZ,11800,30473,BOLIVIA,Presidente,43,PV,PARTIDO VERDE,60
607,2010,1,ZZ,11380,30554,JAPAO,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,67
608,2010,1,ZZ,11380,30554,JAPAO,Presidente,13,PT,PARTIDO DOS TRABALHADORES,38
609,2010,1,ZZ,11380,30554,JAPAO,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,2
610,2010,1,ZZ,11380,30554,JAPAO,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,2
611,2010,1,ZZ,11380,30554,JAPAO,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,2
612,2010,1,ZZ,11380,30554,JAPAO,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,2
613,2010,1,ZZ,11380,30554,JAPAO,Presidente,43,PV,PARTIDO VERDE,23
614,2010,1,ZZ,98981,30562,AUSTRALIA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,234
615,2010,1,ZZ,98981,30562,AUSTRALIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,95
616,2010,1,ZZ,98981,30562,AUSTRALIA,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,1
617,2010,1,ZZ,98981,30562,AUSTRALIA,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,6
618,2010,1,ZZ,98981,30562,AUSTRALIA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,3
619,2010,1,ZZ,98981,30562,AUSTRALIA,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,6
620,2010,1,ZZ,98981,30562,AUSTRALIA,Presidente,43,PV,PARTIDO VERDE,133
621,2010,1,ZZ,98280,30490,REPUBLICA DOMINICANA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,60
622,2010,1,ZZ,98280,30490,REPUBLICA DOMINICANA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,49
623,2010,1,ZZ,98280,30490,REPUBLICA DOMINICANA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,1
624,2010,1,ZZ,98280,30490,REPUBLICA DOMINICANA,Presidente,43,PV,PARTIDO VERDE,14
625,2010,1,ZZ,11266,30503,ESTADOS UNIDOS,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,886
626,2010,1,ZZ,11266,30503,ESTADOS UNIDOS,Presidente,13,PT,PARTIDO DOS TRABALHADORES,329
627,2010,1,ZZ,11266,30503,ESTADOS UNIDOS,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,4
628,2010,1,ZZ,11266,30503,ESTADOS UNIDOS,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,1
629,2010,1,ZZ,11266,30503,ESTADOS UNIDOS,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,8
630,2010,1,ZZ,11266,30503,ESTADOS UNIDOS,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,17
631,2010,1,ZZ,11266,30503,ESTADOS UNIDOS,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,3
632,2010,1,ZZ,11266,30503,ESTADOS UNIDOS,Presidente,43,PV,PARTIDO VERDE,426
633,2010,1,ZZ,98507,30511,COSTA RICA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,131
634,2010,1,ZZ,98507,30511,COSTA RICA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,88
635,2010,1,ZZ,98507,30511,COSTA RICA,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,1
636,2010,1,ZZ,98507,30511,COSTA RICA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,7
637,2010,1,ZZ,98507,30511,COSTA RICA,Presidente,43,PV,PARTIDO VERDE,60
638,2010,1,ZZ,98469,30520,EL SALVADOR,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,21
639,2010,1,ZZ,98469,30520,EL SALVADOR,Presidente,13,PT,PARTIDO DOS TRABALHADORES,36
640,2010,1,ZZ,98469,30520,EL SALVADOR,Presidente,43,PV,PARTIDO VERDE,10
641,2010,1,ZZ,2828,30570,TAIWAN,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,24
642,2010,1,ZZ,2828,30570,TAIWAN,Presidente,13,PT,PARTIDO DOS TRABALHADORES,6
643,2010,1,ZZ,2828,30570,TAIWAN,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,1
644,2010,1,ZZ,11380,30589,JAPAO,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,8
645,2010,1,ZZ,11380,30589,JAPAO,Presidente,13,PT,PARTIDO DOS TRABALHADORES,5
646,2010,1,ZZ,11380,30589,JAPAO,Presidente,43,PV,PARTIDO VERDE,4
647,2010,1,ZZ,29076,30600,HONDURAS,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,49
648,2010,1,ZZ,29076,30600,HONDURAS,Presidente,13,PT,PARTIDO DOS TRABALHADORES,26
649,2010,1,ZZ,29076,30600,HONDURAS,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,1
650,2010,1,ZZ,29076,30600,HONDURAS,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,3
651,2010,1,ZZ,29076,30600,HONDURAS,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,1
652,2010,1,ZZ,29076,30600,HONDURAS,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
653,2010,1,ZZ,29076,30600,HONDURAS,Presidente,43,PV,PARTIDO VERDE,13
654,2010,1,ZZ,11347,30619,ISRAEL,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,57
655,2010,1,ZZ,11347,30619,ISRAEL,Presidente,13,PT,PARTIDO DOS TRABALHADORES,17
656,2010,1,ZZ,11347,30619,ISRAEL,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,1
657,2010,1,ZZ,11347,30619,ISRAEL,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
658,2010,1,ZZ,11347,30619,ISRAEL,Presidente,43,PV,PARTIDO VERDE,19
659,2010,1,ZZ,98906,30635,CANADA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,800
660,2010,1,ZZ,98906,30635,CANADA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,415
661,2010,1,ZZ,98906,30635,CANADA,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,3
662,2010,1,ZZ,98906,30635,CANADA,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,1
663,2010,1,ZZ,98906,30635,CANADA,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,3
664,2010,1,ZZ,98906,30635,CANADA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,10
665,2010,1,ZZ,98906,30635,CANADA,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,4
