Election Year,Election Round,Place (ZZ = Exterior),Municipality Code,Municipality Name,Office,Party Initials,Party Number,Party Name,Number of Votes
1998,1,ZZ,98345,NORUEGA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,1
1998,1,ZZ,98345,NORUEGA,PRESIDENTE,PSN,31,PARTIDO DA SOLIDARIEDADE NACIONAL,1
1998,1,ZZ,98345,NORUEGA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,1
1998,1,ZZ,98345,NORUEGA,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,1
1998,1,ZZ,98345,NORUEGA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,6
1998,1,ZZ,98345,NORUEGA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,17
1998,1,ZZ,98345,NORUEGA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,49
1998,1,ZZ,29009,PAISES BAIXOS,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,2
1998,1,ZZ,29009,PAISES BAIXOS,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,3
1998,1,ZZ,29009,PAISES BAIXOS,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,13
1998,1,ZZ,29009,PAISES BAIXOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,78
1998,1,ZZ,29009,PAISES BAIXOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,161
1998,1,ZZ,98329,PANAMA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,13
1998,1,ZZ,98329,PANAMA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,19
1998,1,ZZ,98329,PANAMA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,87
1998,1,ZZ,11444,PARAGUAI,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,1
1998,1,ZZ,11444,PARAGUAI,PRESIDENTE,PSDC,27,PARTIDO SOCIAL DEMOCRATA CRISTÃO,1
1998,1,ZZ,11444,PARAGUAI,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,8
1998,1,ZZ,11444,PARAGUAI,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,6
1998,1,ZZ,11444,PARAGUAI,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,1
1998,1,ZZ,11444,PARAGUAI,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,18
1998,1,ZZ,11444,PARAGUAI,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,50
1998,1,ZZ,11444,PARAGUAI,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,247
1998,1,ZZ,11444,PARAGUAI,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,2
1998,1,ZZ,11444,PARAGUAI,PRESIDENTE,PSC,20,PARTIDO SOCIAL CRISTÃO,1
1998,1,ZZ,11444,PARAGUAI,PRESIDENTE,PSN,31,PARTIDO DA SOLIDARIEDADE NACIONAL,2
1998,1,ZZ,11444,PARAGUAI,PRESIDENTE,PV,43,PARTIDO VERDE,1
1998,1,ZZ,11444,PARAGUAI,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,4
1998,1,ZZ,11444,PARAGUAI,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,8
1998,1,ZZ,11444,PARAGUAI,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,23
1998,1,ZZ,11444,PARAGUAI,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,61
1998,1,ZZ,11444,PARAGUAI,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,2
1998,1,ZZ,11444,PARAGUAI,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,7
1998,1,ZZ,11444,PARAGUAI,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,15
1998,1,ZZ,11460,PERU,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,2
1998,1,ZZ,11460,PERU,PRESIDENTE,PV,43,PARTIDO VERDE,1
1998,1,ZZ,11460,PERU,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,1
1998,1,ZZ,11460,PERU,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,1
1998,1,ZZ,11460,PERU,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,8
1998,1,ZZ,11460,PERU,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,14
1998,1,ZZ,11460,PERU,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,102
1998,1,ZZ,11460,PERU,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,2
1998,1,ZZ,11460,PERU,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,28
1998,1,ZZ,11487,POLONIA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
1998,1,ZZ,11487,POLONIA,PRESIDENTE,PSN,31,PARTIDO DA SOLIDARIEDADE NACIONAL,1
1998,1,ZZ,11487,POLONIA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,1
1998,1,ZZ,11487,POLONIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,6
1998,1,ZZ,11487,POLONIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,8
1998,1,ZZ,11487,POLONIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,48
1998,1,ZZ,29017,PORTO RICO,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,4
1998,1,ZZ,29017,PORTO RICO,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,6
1998,1,ZZ,29017,PORTO RICO,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,29
1998,1,ZZ,11509,PORTUGAL,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,2
1998,1,ZZ,11509,PORTUGAL,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,1
1998,1,ZZ,11509,PORTUGAL,PRESIDENTE,PSC,20,PARTIDO SOCIAL CRISTÃO,1
1998,1,ZZ,11509,PORTUGAL,PRESIDENTE,PSN,31,PARTIDO DA SOLIDARIEDADE NACIONAL,1
1998,1,ZZ,11509,PORTUGAL,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,1
1998,1,ZZ,11509,PORTUGAL,PRESIDENTE,PV,43,PARTIDO VERDE,3
1998,1,ZZ,11509,PORTUGAL,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,16
1998,1,ZZ,11509,PORTUGAL,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,1
1998,1,ZZ,11509,PORTUGAL,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,53
1998,1,ZZ,11509,PORTUGAL,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,218
1998,1,ZZ,11509,PORTUGAL,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,589
1998,1,ZZ,11509,PORTUGAL,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
1998,1,ZZ,11509,PORTUGAL,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,1
1998,1,ZZ,11509,PORTUGAL,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,1
1998,1,ZZ,11509,PORTUGAL,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,10
1998,1,ZZ,11509,PORTUGAL,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,1
1998,1,ZZ,11509,PORTUGAL,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,20
1998,1,ZZ,11509,PORTUGAL,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,82
1998,1,ZZ,11509,PORTUGAL,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,500
1998,1,ZZ,98280,REPUBLICA DOMINICANA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,4
1998,1,ZZ,98280,REPUBLICA DOMINICANA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,27
1998,1,ZZ,98280,REPUBLICA DOMINICANA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,68
1998,1,ZZ,98760,RUSSIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,9
1998,1,ZZ,98760,RUSSIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,11
1998,1,ZZ,98760,RUSSIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,37
1998,1,ZZ,98248,SENEGAL,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
1998,1,ZZ,98248,SENEGAL,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,1
1998,1,ZZ,98248,SENEGAL,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,8
1998,1,ZZ,98248,SENEGAL,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,4
1998,1,ZZ,98248,SENEGAL,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,26
1998,1,ZZ,98744,SUECIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,7
1998,1,ZZ,98744,SUECIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,42
1998,1,ZZ,98744,SUECIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,71
1998,1,ZZ,11525,SUICA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,3
1998,1,ZZ,11525,SUICA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,1
1998,1,ZZ,11525,SUICA,PRESIDENTE,PSDC,27,PARTIDO SOCIAL DEMOCRATA CRISTÃO,1
1998,1,ZZ,11525,SUICA,PRESIDENTE,PSN,31,PARTIDO DA SOLIDARIEDADE NACIONAL,1
1998,1,ZZ,11525,SUICA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,2
1998,1,ZZ,11525,SUICA,PRESIDENTE,PV,43,PARTIDO VERDE,5
1998,1,ZZ,11525,SUICA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,10
1998,1,ZZ,11525,SUICA,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,2
1998,1,ZZ,11525,SUICA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,33
1998,1,ZZ,11525,SUICA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,174
1998,1,ZZ,11525,SUICA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,369
1998,1,ZZ,11525,SUICA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,2
1998,1,ZZ,11525,SUICA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,2
1998,1,ZZ,11525,SUICA,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,2
1998,1,ZZ,11525,SUICA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,20
1998,1,ZZ,11525,SUICA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,70
1998,1,ZZ,11525,SUICA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,208
1998,1,ZZ,11541,SURINAME,PRESIDENTE,PSN,31,PARTIDO DA SOLIDARIEDADE NACIONAL,1
1998,1,ZZ,11541,SURINAME,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,3
1998,1,ZZ,11541,SURINAME,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,7
1998,1,ZZ,11541,SURINAME,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,14
1998,1,ZZ,11541,SURINAME,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,59
1998,1,ZZ,98205,TAILANDIA,PRESIDENTE,PV,43,PARTIDO VERDE,3
1998,1,ZZ,98205,TAILANDIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,4
1998,1,ZZ,98205,TAILANDIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,3
1998,1,ZZ,98205,TAILANDIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,17
1998,1,ZZ,2828,TAIWAN,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
1998,1,ZZ,2828,TAIWAN,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,2
1998,1,ZZ,2828,TAIWAN,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,1
1998,1,ZZ,2828,TAIWAN,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,1
1998,1,ZZ,2828,TAIWAN,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,46
1998,1,ZZ,98124,TUNISIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,1
1998,1,ZZ,98124,TUNISIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,4
1998,1,ZZ,98124,TUNISIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,13
1998,1,ZZ,98108,TURQUIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,3
1998,1,ZZ,98108,TURQUIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,1
1998,1,ZZ,98108,TURQUIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,5
1998,1,ZZ,11568,URUGUAI,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
1998,1,ZZ,11568,URUGUAI,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,1
1998,1,ZZ,11568,URUGUAI,PRESIDENTE,PSN,31,PARTIDO DA SOLIDARIEDADE NACIONAL,1
1998,1,ZZ,11568,URUGUAI,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,2
1998,1,ZZ,11568,URUGUAI,PRESIDENTE,PV,43,PARTIDO VERDE,2
1998,1,ZZ,11568,URUGUAI,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,2
1998,1,ZZ,11568,URUGUAI,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,29
1998,1,ZZ,11568,URUGUAI,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,132
1998,1,ZZ,11568,URUGUAI,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,258
1998,1,ZZ,11584,VENEZUELA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,8
1998,1,ZZ,11584,VENEZUELA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,16
1998,1,ZZ,11584,VENEZUELA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,111
1998,1,ZZ,11584,VENEZUELA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,4
1998,1,ZZ,11584,VENEZUELA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,6
1998,1,ZZ,11584,VENEZUELA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,18
